,"(mm) Precipitation (CHIRPS) at Badulla, 2007-01-01 to 2025-12-31"
"2025-11-28",13.5621
"2025-11-29",0.1904
"2025-11-30",0.0196
"2025-12-01",1.013
"2025-12-02",0
"2025-12-03",0
"2025-12-04",5.4157
"2025-12-05",16.0866
"2025-12-06",0.0813
"2025-12-07",0.7511
"2025-12-08",0
"2025-12-09",17.4946
"2025-12-10",12.1023
"2025-12-11",17.0002
"2025-12-12",0
"2025-12-13",0
"2025-12-14",0
"2025-12-15",2.3851
"2025-12-16",0
"2025-12-17",61.3635
"2025-12-18",15.3588
"2025-12-19",0
"2025-12-20",0
"2025-12-21",0.744
"2025-12-22",0
"2025-12-23",0
"2025-12-24",0
"2025-12-25",0
"2025-12-26",0
"2025-12-27",3.352
"2025-12-28",0
"2025-12-29",0
"2025-12-30",0
"2025-12-31",37.158
