,"(mm) Precipitation (CHIRPS) at Monaragala, 2007-01-01 to 2025-12-31"
"2025-10-25",9.7043
"2025-10-26",5.2654
"2025-10-27",1.2864
"2025-10-28",0
"2025-10-29",0
"2025-10-30",0
"2025-10-31",0.4077
"2025-11-01",1.8505
"2025-11-02",2.8347
"2025-11-03",0
"2025-11-04",0
"2025-11-05",4.1152
"2025-11-06",6.0666
"2025-11-07",24.1396
"2025-11-08",10.0237
"2025-11-09",6.5661
"2025-11-10",7.7932
"2025-11-11",40.2089
"2025-11-12",9.2589
"2025-11-13",23.1401
"2025-11-14",12.1418
"2025-11-15",23.0748
"2025-11-16",65.7498
"2025-11-17",21.6535
"2025-11-18",30.6833
"2025-11-19",3.557
"2025-11-20",12.8634
"2025-11-21",13.8929
"2025-11-22",10.2427
"2025-11-23",10.7308
"2025-11-24",40.5362
"2025-11-25",47.4237
"2025-11-26",68.7673
"2025-11-27",48.4429
"2025-11-28",2.5003
"2025-11-29",0.0389
"2025-11-30",0.2101
"2025-12-01",0.1335
"2025-12-02",0
"2025-12-03",0
"2025-12-04",0.8276
"2025-12-05",17.9958
"2025-12-06",0.0637
"2025-12-07",0
"2025-12-08",0.0085
"2025-12-09",15.5622
"2025-12-10",15.8117
"2025-12-11",10.1213
"2025-12-12",0
"2025-12-13",1.366
"2025-12-14",0
"2025-12-15",1.1749
"2025-12-16",0.0119
"2025-12-17",49.3072
"2025-12-18",26.4695
"2025-12-19",1.2737
"2025-12-20",0
"2025-12-21",1.7282
"2025-12-22",0.8454
"2025-12-23",0
"2025-12-24",0
"2025-12-25",0
"2025-12-26",0
"2025-12-27",11.8685
"2025-12-28",0
"2025-12-29",0.5171
"2025-12-30",0.7129
"2025-12-31",23.2541
